using source: blarg.wav at 44100Hz
onset method: default, buffer_size: 512, hop_size: 256, threshold: 0.000000
pitch method: default, buffer_size: 2048, hop_size: 256, tolerance: 0.000000
1.799546
72.000000	1.799546	2.136236
72.000000	2.136236	3.146304
72.000000	3.146304	4.144762
72.000000	4.144762	7.209796
48.000000	7.209796	9.932336
79.000000	9.932336	16.683537
56.000000	16.683537	30.174332
67.000000	30.174332	30.238186
67.000000	30.238186	31.509478
55.000000	31.509478	35.468479
43.000000	35.468479	36.194103
59.000000	36.194103	37.506031
59.000000	37.506031	39.723537
75.000000	39.723537	40.048618
53.000000	40.048618	41.424400
75.000000	41.424400	42.109386
74.000000	42.109386	44.216599
53.000000	44.216599	45.557552
75.000000	45.557552	46.259956
43.000000	46.259956	46.643085
72.000000	46.643085	48.111748
72.000000	48.111748	52.175240
74.000000	52.175240	56.151657
72.000000	56.151657	58.235645
55.000000	58.235645	59.553379
60.000000	59.553379	66.118820
72.000000	66.118820	68.643990
70.000000	68.643990	71.540680
60.000000	71.540680	72.219864
72.000000	72.219864	74.228394
55.000000	74.228394	75.673836
72.000000	75.673836	76.091789
70.000000	76.091789	76.225304
70.000000	76.225304	76.358818
53.000000	76.358818	77.078636
69.000000	77.078636	78.477638
74.000000	78.477638	79.151024
74.000000	79.151024	79.806984
71.000000	79.806984	81.890976
76.000000	81.890976	83.974968
66.000000	83.974968	84.323265
69.000000	84.323265	84.642540
72.000000	84.642540	84.961815
76.000000	84.961815	85.292702
71.000000	85.292702	85.646805
67.000000	85.646805	85.942856
43.000000	85.942856	86.320183
49.000000	86.320183	86.674286
74.000000	86.674286	87.365082
62.000000	87.365082	88.706032
60.000000	88.706032	88.833740
60.000000	88.833740	90.087616
60.000000	90.087616	91.463402
59.000000	91.463402	92.937866
76.000000	92.937866	94.191750
57.000000	94.191750	94.313652
76.000000	94.313652	94.836098
69.000000	94.836098	95.497871
69.000000	95.497871	96.020317
50.000000	96.020317	96.751747
50.000000	96.751747	96.879456
48.000000	96.879456	97.541222
48.000000	97.541222	98.214600
48.000000	98.214600	98.882179
66.000000	98.882179	99.497505
62.000000	99.497505	100.130249
62.000000	100.130249	101.447983
62.000000	101.447983	102.092339
62.000000	102.092339	103.543579
62.000000	103.543579	104.089249
62.000000	104.089249	104.878731
55.000000	104.878731	105.795921
74.000000	105.795921	106.451881
69.000000	106.451881	106.782768
71.000000	106.782768	107.142677
60.000000	107.142677	107.473557
55.000000	107.473557	107.827667
53.000000	107.827667	108.158546
71.000000	108.158546	108.506851
76.000000	108.506851	108.849342
55.000000	108.849342	109.511108
78.000000	109.511108	109.841995
64.000000	109.841995	110.196098
69.000000	110.196098	110.509567
72.000000	110.509567	110.834648
83.000000	110.834648	111.171341
60.000000	111.171341	111.519638
79.000000	111.519638	112.227844
79.000000	112.227844	119.188026
53.000000	119.188026	131.413330
55.000000	131.413330	132.812332
50.000000	132.812332	137.322815
62.000000	137.322815	137.659500
57.000000	137.659500	138.373520
79.000000	138.373520	140.202087
81.000000	140.202087	142.332520
74.000000	142.332520	142.675018
76.000000	142.675018	144.062408
72.000000	144.062408	144.433929
60.000000	144.433929	144.759003
72.000000	144.759003	145.072479
72.000000	145.072479	145.420776
55.000000	145.420776	147.452515
71.000000	147.452515	149.443634
57.000000	149.443634	149.809341
69.000000	149.809341	150.453690
69.000000	150.453690	151.103851
72.000000	151.103851	151.457962
72.000000	151.457962	151.783035
72.000000	151.783035	152.108124
53.000000	152.108124	152.427399
78.000000	152.427399	152.752472
50.000000	152.752472	153.106583
78.000000	153.106583	154.128250
54.000000	154.128250	154.476547
79.000000	154.476547	154.813248
67.000000	154.813248	155.469208
55.000000	155.469208	156.119370
66.000000	156.119370	156.792740
66.000000	156.792740	157.442902
52.000000	157.442902	158.104675
64.000000	158.104675	158.731613
50.000000	158.731613	159.410797
62.000000	159.410797	160.716919
62.000000	160.716919	161.988205
64.000000	161.988205	163.276917
60.000000	163.276917	164.879089
76.000000	164.879089	165.215790
67.000000	165.215790	165.848526
55.000000	165.848526	171.055603
52.000000	171.055603	171.212341
76.000000	171.212341	171.705765
70.000000	171.705765	172.373337
70.000000	172.373337	172.524261
76.000000	172.524261	173.673645
47.000000	173.673645	175.217773
76.000000	175.217773	175.984039
57.000000	175.984039	176.326538
72.000000	176.326538	177.017319
76.000000	177.017319	178.991028
77.000000	178.991028	179.594742
80.000000	179.594742	180.262314
80.000000	180.262314	181.330429
74.000000	181.330429	181.835464
54.000000	181.835464	182.009613
78.000000	182.009613	182.189575
80.000000	182.189575	182.357910
68.000000	182.357910	182.526260
81.000000	182.526260	182.688797
81.000000	182.688797	182.862946
83.000000	182.862946	183.031296
83.000000	183.031296	183.199631
84.000000	183.199631	183.356369
84.000000	183.356369	183.518906
86.000000	183.518906	183.727890
86.000000	183.727890	184.087799
68.000000	184.087799	184.407074
55.000000	184.407074	184.575424
56.000000	184.575424	185.063034
62.000000	185.063034	185.742218
64.000000	185.742218	185.922180
68.000000	185.922180	186.427216
81.000000	186.427216	187.071564
52.000000	187.071564	187.768158
69.000000	187.768158	187.994553
76.000000	187.994553	188.099045
60.000000	188.099045	190.490707
50.000000	190.490707	193.219055
72.000000	193.219055	200.005081
60.000000	200.005081	201.438919
79.000000	201.438919	207.586395
60.000000	207.586395	208.172699
60.000000	208.172699	208.869293
74.000000	208.869293	209.356918
60.000000	209.356918	209.536865
76.000000	209.536865	210.181229
77.000000	210.181229	211.673111
76.000000	211.673111	212.166534
81.000000	212.166534	212.839905
65.000000	212.839905	213.490067
71.000000	213.490067	214.534973
67.000000	214.534973	214.906479
72.000000	214.906479	215.324448
72.000000	215.324448	215.463760
72.000000	215.463760	215.695969
67.000000	215.695969	216.322906
67.000000	216.322906	216.944031
55.000000	216.944031	217.791565
76.000000	217.791565	217.907669
50.000000	217.907669	218.110840
60.000000	218.110840	219.132523
70.000000	219.132523	219.445984
70.000000	219.445984	219.782669
70.000000	219.782669	220.757919
74.000000	220.757919	220.868210
50.000000	220.868210	221.059769
62.000000	221.059769	221.495148
69.000000	221.495148	223.207626
50.000000	223.207626	224.002899
72.000000	224.002899	224.339584
72.000000	224.339584	224.676285
72.000000	224.676285	225.007172
72.000000	225.007172	225.332245
55.000000	225.332245	225.982407
55.000000	225.982407	226.150742
55.000000	226.150742	226.632568
65.000000	226.632568	226.835739
69.000000	226.835739	227.497513
69.000000	227.497513	227.979324
52.000000	227.979324	228.623672
64.000000	228.623672	229.279633
62.000000	229.279633	229.471207
77.000000	229.471207	229.947205
62.000000	229.947205	230.591568
60.000000	230.591568	231.224304
60.000000	231.224304	231.404266
76.000000	231.404266	231.862854
71.000000	231.862854	234.538956
76.000000	234.538956	244.093964
60.000000	244.093964	246.079269
67.000000	246.079269	246.415970
74.000000	246.415970	247.060318
74.000000	247.060318	247.397003
58.000000	247.397003	248.372238
75.000000	248.372238	248.917908
75.000000	248.917908	251.315369
71.000000	251.315369	252.319641
76.000000	252.319641	252.975601
69.000000	252.975601	253.625763
64.000000	253.625763	253.968246
55.000000	253.968246	254.293335
53.000000	254.293335	254.630020
76.000000	254.630020	254.850616
48.000000	254.850616	254.966705
64.000000	254.966705	255.663315
60.000000	255.663315	257.126160
60.000000	257.126160	262.536407
60.000000	262.536407	264.010895
50.000000	264.010895	269.397919
55.000000	269.397919	270.651794
43.000000	270.651794	270.738861
67.000000	270.738861	276.009796
43.000000	276.009796	276.735413
59.000000	276.735413	278.064758
47.000000	278.064758	280.282257
75.000000	280.282257	280.613159
53.000000	280.613159	281.988922
75.000000	281.988922	282.668121
74.000000	282.668121	283.051239
72.000000	283.051239	284.943665
53.000000	284.943665	286.377502
55.000000	286.377502	287.248260
43.000000	287.248260	288.031921
43.000000	288.031921	read 294.52s (12988271 samples in 50736 blocks of 256) from blarg.wav at 44100Hz
294.521912
