using source: blarg.wav at 44100Hz
onset method: default, buffer_size: 512, hop_size: 256, threshold: 0.000000
pitch method: default, buffer_size: 2048, hop_size: 256, tolerance: 0.000000
0.243810
107.000000	0.243810	0.563084
0.609524
0.690794
1.160998
107.000000	1.160998	2.083991
41.000000	2.083991	3.047619
40.000000	3.047619	3.424943
3.993832
40.000000	3.993832	4.945850
107.000000	4.945850	5.874649
40.000000	5.874649	6.820862
40.000000	6.820862	7.691610
42.000000	7.691610	8.643628
42.000000	8.643628	9.549207
41.000000	9.549207	10.460589
40.000000	10.460589	11.006259
65.000000	11.006259	11.952472
64.000000	11.952472	12.608436
65.000000	12.608436	13.217959
45.000000	13.217959	13.722993
46.000000	13.722993	14.169977
45.000000	14.169977	15.005896
59.000000	15.005896	16.027575
42.000000	16.027575	16.962177
40.000000	16.962177	17.920000
40.000000	17.920000	18.842993
40.000000	18.842993	19.748571
107.000000	19.748571	20.677370
40.000000	20.677370	21.617777
40.000000	21.617777	22.325987
103.000000	22.325987	23.452154
42.000000	23.452154	24.392563
40.000000	24.392563	25.344580
40.000000	25.344580	26.261768
40.000000	26.261768	27.219591
40.000000	27.219591	28.084536
39.000000	28.084536	28.130976
47.000000	28.130976	29.013334
51.000000	29.013334	29.878277
50.000000	29.878277	30.772245
48.000000	30.772245	31.619774
49.000000	31.619774	32.525352
50.000000	32.525352	33.355465
58.000000	33.355465	33.396099
59.000000	33.396099	33.581860
50.000000	33.581860	33.785034
58.000000	33.785034	33.843082
34.028843
51.000000	34.028843	34.185577
60.000000	34.185577	34.232018
57.000000	34.232018	34.429386
40.000000	34.429386	34.620953
58.000000	34.620953	34.655781
46.000000	34.655781	35.073742
101.000000	35.073742	35.131790
106.000000	35.131790	35.967709
56.000000	35.967709	36.815239
50.000000	36.815239	37.262222
49.000000	37.262222	37.680180
59.000000	37.680180	38.516098
57.000000	38.516098	38.928253
45.000000	38.928253	39.328796
57.000000	39.328796	39.729343
46.000000	39.729343	40.135693
58.000000	40.135693	40.536236
38.000000	40.536236	40.936779
40.000000	40.936779	41.134151
40.000000	41.134151	41.343128
57.000000	41.343128	41.726257
52.000000	41.726257	42.602810
57.000000	42.602810	44.268845
61.000000	44.268845	45.011883
56.000000	45.011883	45.865215
59.000000	45.865215	46.666306
50.000000	46.666306	47.467392
64.000000	47.467392	47.850521
62.000000	47.850521	48.245262
52.000000	48.245262	49.075375
61.000000	49.075375	50.282810
50.000000	50.282810	50.712379
65.000000	50.712379	51.507664
54.000000	51.507664	52.291336
59.000000	52.291336	52.691883
58.000000	52.691883	52.982132
50.000000	52.982132	53.098232
51.000000	53.098232	53.487167
65.000000	53.487167	54.659775
52.000000	54.659775	55.495693
58.000000	55.495693	56.325806
39.000000	56.325806	56.772789
40.000000	56.772789	57.173332
58.000000	57.173332	57.382313
40.000000	57.382313	57.579681
40.000000	57.579681	57.974422
